revid,prediction,probability_B,probability_C,probability_FA,probability_GA,probability_Start,probability_Stub
949562875,Start,0.024874317070465144,0.06157890440455813,0.003652135093104678,0.00814200284562499,0.5212046685666014,0.3805479720196456
949986748,Stub,0.011136786057693792,0.02098173309065742,0.0023271006469762615,0.004812237279538521,0.27634268552283836,0.6843994574022956
955452341,Stub,0.008527558753586831,0.014502439968157583,0.0016462244866363392,0.003829965344462632,0.047335828307152494,0.9241579831400043
956297739,Stub,0.008765568383729893,0.0085680430328243,0.001377093922149682,0.002392764782009158,0.025491857933797015,0.9534046719454898
956297827,Stub,0.005474215936322345,0.008052384546159256,0.0011809587717049562,0.002482794951562128,0.012428593171515314,0.9703810526227361
956297870,Stub,0.007058584638894714,0.010190258201072491,0.0014114692926744834,0.002937729579117519,0.016325163339450707,0.9620767949487903
957199596,Stub,0.01708511538494191,0.023434348928776057,0.0024145793469026885,0.005000536051905321,0.28915980288410176,0.6629056174033723
957488901,Stub,0.005522138737339093,0.008810336063023253,0.001258327100663704,0.002605586331713457,0.017162141833300767,0.9646414699339597
959111842,Stub,0.011395623501355248,0.017960040044095373,0.0019330560492116357,0.004100279303037554,0.12034693401899249,0.8442640670833077
960140393,Stub,0.00615449155231923,0.007259957307442693,0.0011535590944047756,0.0019204167973406452,0.022483178472184475,0.9610283967763081
960248404,Start,0.11293466899978058,0.4122233407067657,0.0048406914776017345,0.01927057474281902,0.4221452764934129,0.028585447579620137
965663617,Start,0.04119330995230751,0.10744085056296111,0.004859852411490313,0.016291340345511905,0.7267716602988195,0.10344298642890966
967051066,Stub,0.018958923920216777,0.03994476724166667,0.002897274364976269,0.007294187485190385,0.16182532603169647,0.7690795209562536
968561996,Start,0.159329444485529,0.32352318458191204,0.004915740948450363,0.016376676540790308,0.48192490105315144,0.01393005239016696
971361950,Stub,0.011413339573907551,0.013004570333382454,0.0019342775115270918,0.003571236528001489,0.07395359508574562,0.8961229809674358
971644466,Start,0.09780427231981846,0.08025285333065245,0.004081548693450711,0.007627480069842674,0.7125133865599673,0.0977204590262684
972676618,Stub,0.017613044015567125,0.024770416901231152,0.0024530612370722857,0.005156428937155896,0.3082222569456463,0.6417847919633273
975462878,Stub,0.006101067398540058,0.009004152056421981,0.0012738225900730039,0.002839894220962988,0.020254136476013974,0.9605269272579878
975860917,Stub,0.017327286216151216,0.03666366431228237,0.003441516779683916,0.008163141254273582,0.3020594106952601,0.6323449807423488
976591922,Stub,0.008469994301538372,0.01212587879697742,0.0015791269868611756,0.003433892172324013,0.04569033060682876,0.9287007771354703
977166270,Start,0.05489245334834229,0.1671732754783037,0.005408233660531653,0.011776020143467968,0.5615611741127129,0.19918884325664152
978234421,Start,0.03058831390542351,0.06411139195033558,0.004484047293806667,0.008499362304889825,0.5963283088105933,0.2959885757349511
978820765,Stub,0.007625642610751518,0.010266437234062176,0.0013562448061508552,0.002725190075313063,0.01815408545312031,0.959872399820602
981793614,Start,0.12972911898742318,0.25635814249717936,0.004418761470769626,0.007275083333293366,0.5907689614911482,0.01144993222018619
981865833,Start,0.06296109100301747,0.10406849552490537,0.003838641201661217,0.006577007028291613,0.7536771617841852,0.0688776034579391
986218104,Stub,0.01920284521469044,0.03674349013404384,0.0033947761804169452,0.007953909615668857,0.3475734629809987,0.5851315158741811
986219619,Stub,0.02011863830007444,0.03994392995341012,0.0034857020973353254,0.008642903292100391,0.2706450471708524,0.6571637791862273
987791661,Stub,0.016136068481044572,0.04376167889747421,0.002700326942916386,0.007483481559825451,0.127781921733489,0.8021365223852504
988838315,Stub,0.013680416148341605,0.027369644837949424,0.0023482868624900956,0.005427211655943344,0.1592570297263391,0.7919174107689364
992221311,Stub,0.00578735904268844,0.010664145480492838,0.0012997103598240908,0.0025950022942540915,0.02209522300333288,0.9575585598194075
993659584,Stub,0.02936807224542972,0.08916015770535753,0.004174514961953701,0.01112124066517093,0.26890363430078335,0.5972723801213048
994193575,Stub,0.007453190716326954,0.013008695318101372,0.0016273646331524153,0.003532786209422545,0.03860285824770222,0.9357751048752944
994379167,Stub,0.028343350208616492,0.08726925445485952,0.0040369089954039586,0.015154736936519359,0.2571642805971522,0.6080314688074484
994431648,C,0.15046241641772434,0.5471429935045391,0.00584895723396252,0.028951450376335668,0.2594443691143785,0.008149813353059974
995050241,Stub,0.009441954328404906,0.00849369794818708,0.0016292511626730946,0.0026023784126047154,0.037763422080602696,0.9400692960675274
996003859,Start,0.03672942011724305,0.057225688965499504,0.004482945051318391,0.024898727388883757,0.5368456667210749,0.3398175517559803
998207348,Start,0.16723964755235757,0.3290172465535308,0.004971267377897882,0.00867662896449349,0.4800363949240517,0.010058814627668519
999136727,Stub,0.01191765955792903,0.013546893018071436,0.002201096203561352,0.004190477475863307,0.150118168258936,0.8180257054856388
999738906,Stub,0.014286132644621795,0.016802941837625804,0.0023593732559207136,0.003863232466798495,0.05263964059493649,0.9100486792000968
1001280832,Stub,0.010172045090521458,0.012188697325383874,0.0017983173168368012,0.0031590903560057143,0.09617192894552307,0.8765099209657292
1002487446,Stub,0.009136274383460102,0.016920185106621004,0.0015836844971778884,0.0029543560573304026,0.04744910381764955,0.921956396137761
1002536039,Start,0.2825720522475537,0.17930571409199317,0.005184905397087393,0.009273895000927802,0.5016581685918032,0.022005264670634513
1003975565,Stub,0.007377222038837356,0.009429836795891872,0.001492817398492106,0.0031264347804815643,0.01723789767982048,0.9613357913064765
1006167519,Stub,0.007836645948263532,0.014176912816475151,0.0015939009018353433,0.0035620253999781846,0.028836921085881755,0.9439935938475659
1006173162,Stub,0.00736435939809617,0.013873938868995357,0.001539536768113351,0.0034707327149333,0.045463923991225945,0.9282875082586358
1006730604,Stub,0.01671416028447044,0.04705383960581799,0.002548334141408096,0.004218803618934269,0.16047305445383403,0.7689918078955353
1007344798,Stub,0.008995502611705893,0.010268556297386823,0.0015078211570280621,0.0029762942371656656,0.04751076189190495,0.9287410638048085
1008352289,Start,0.035163040383367615,0.08179544610415955,0.00503484787759326,0.008806728381081602,0.6862151598199209,0.18298477743387717
1009328790,Start,0.09537430405465556,0.1544797729894669,0.005752834403733561,0.0291187950118107,0.5679382583068714,0.14733603523346195
1009662257,Stub,0.021164738869207625,0.03476468343417617,0.0034757082525892374,0.0067599552428732335,0.46039800604708536,0.47343690815406836
1009671491,Start,0.08474354470084534,0.22915155173872112,0.006155979325139627,0.03459490382331065,0.5337252332455688,0.11162878716641443
1009675699,Stub,0.006917350578793442,0.010405269082684795,0.0013654659325068887,0.0030842461183979287,0.01809198401444103,0.960135684273176
1009863371,Start,0.06114887714442087,0.10854853682901625,0.005793081857753357,0.010517275502907727,0.7164398751719887,0.09755235349391311
1010522641,Stub,0.018613629724787757,0.04122631164324988,0.003240238884855626,0.009989895938207262,0.3383782553165682,0.5885516684923312
1010787172,Start,0.1883535143222419,0.3521529242405207,0.005173403725771084,0.022886889026355686,0.4107238602681025,0.020709408417008322
1011166320,Stub,0.010349085004509772,0.01855884347855504,0.002045419223127433,0.0047230935494765956,0.07060711198393567,0.8937164467603955
1011331249,Start,0.13493858307814605,0.28400695087067623,0.00473642599137952,0.008161702583953524,0.5511407681623018,0.017015569313542738
1011997346,C,0.2530315337771759,0.5028620237189526,0.012389477388144297,0.07991352652690269,0.13961577856751092,0.012187660021313626
1012298345,Start,0.027359039384563147,0.055923351771400266,0.0035984868388701627,0.008052225473613301,0.5043254759923196,0.40074142053923356
1013484175,Start,0.03200332482497092,0.0716532680490831,0.004503288458169578,0.013576491970056184,0.4838684158287303,0.3943952108689899
1013841485,Start,0.019007931843982993,0.04740557848028342,0.0040448763888328906,0.007529000040352033,0.46397777068758844,0.4580348425589603
1014343460,Stub,0.005948679517212471,0.00674808350850843,0.0011043072780672891,0.0018983292638066463,0.013459937051982477,0.9708406633804226
1014506148,C,0.20319694394206833,0.42318210948216217,0.012315076587631089,0.10277192464566232,0.23788521266617663,0.020648732676299505
1015106908,C,0.2836295338522512,0.3672180370415573,0.0070713771803171096,0.2732503066994066,0.06007853550620285,0.00875220972026501
1015210781,Stub,0.013719644717071329,0.02125225425226392,0.002756507471801341,0.006179224257077914,0.1100909814270882,0.8460013878746974
1015285975,Stub,0.00590258773507875,0.011740011075756245,0.001275723669218112,0.0029310460187371543,0.028010356386920753,0.9501402751142891
1015536139,Stub,0.005711677518535877,0.008375447060573776,0.0011606068329226599,0.0026547909295724184,0.01321042224430064,0.9688870554140947
1015639087,Stub,0.006632287859353145,0.008775054688291718,0.0013341525595543164,0.0028449774214048015,0.014670829888745855,0.9657426975826501
1015926064,Stub,0.015793966655575926,0.029963258386099617,0.0031489594770097783,0.0074362343882772375,0.2420313925034669,0.7016261885895705
1015964623,Stub,0.004280276251918684,0.006383180217572319,0.000978631803619412,0.0020293439380336432,0.00907995963509841,0.9772486081537576
1016343362,Start,0.06301954353996991,0.09053257947114611,0.005850718152598147,0.019234145681110208,0.526487409465423,0.2948756036897525
1016659563,Stub,0.005464874792804623,0.007866908750334979,0.0012206474678848865,0.0025443497349086626,0.01133867839793818,0.9715645408561288
1016735357,Start,0.0839716626048906,0.14768137681063997,0.00786058234882406,0.025934685880243176,0.6447841483517086,0.08976754400369372
1017007525,Start,0.1538039446657431,0.2675430051301917,0.006122579195689421,0.024258785614206385,0.5033585062990845,0.04491317909508478
1017040116,Stub,0.007266539564696278,0.01024586787112681,0.0014092081497200975,0.0029095757660359467,0.06976186549058522,0.9084069431578357
1017388553,Start,0.018272772041339924,0.030309877287180768,0.0034977396839721278,0.005409191160284134,0.6295534472127076,0.31295697261451544
1017820647,Stub,0.016375551767741775,0.030561097626114152,0.0030059472932707798,0.005110642334297554,0.2927385388893161,0.6522082220892595
1019997611,Start,0.06808186749619374,0.05890992866230829,0.005284626669286594,0.00851373727343317,0.6985866850887601,0.16062315481001826
1020199058,Stub,0.006442145380106779,0.006821762131204758,0.001125556402621055,0.0019949080901048672,0.013639514047764121,0.9699761139481985
1020295832,Stub,0.00805112282118119,0.01239796812899031,0.0017033730982124156,0.0038968834824642247,0.0338473390889281,0.9401033133802238
1020304143,Stub,0.005159013302701325,0.006947635620156146,0.0009634001637230566,0.001957178014026621,0.012469740332298737,0.9725030325670941
1020554126,Stub,0.005857838244066108,0.007554956981184398,0.0012013671507765074,0.0025306236713649828,0.0126141468717572,0.9702410670808509
1022365931,Stub,0.009473213758019825,0.01520725941737995,0.0016038565490562038,0.00402880091446627,0.0696233052345605,0.9000635641265172
1022570699,Stub,0.010633246637294626,0.012297853558504691,0.0018994784935679747,0.0030294173315025433,0.0634953652190798,0.9086446387600504
1022602552,Stub,0.00933652663074227,0.02487454101420492,0.0020454009087875415,0.005809397291997807,0.06629623331841455,0.8916379008358529
1022950956,Start,0.03364074792760376,0.047531816348829595,0.004444926038439212,0.00801960616286824,0.7883729598154445,0.11798994370681468
1024544204,Stub,0.012193784712195774,0.0312855214170091,0.002246557201665815,0.004873162064859282,0.2102130570893223,0.7391879175149476
1024854466,Stub,0.005813644894415351,0.009757108454158838,0.0011539719509353933,0.002193696415788836,0.018126328632406995,0.9629552496522944
1025501033,Start,0.10952966093917957,0.4145194109962107,0.004748991393647426,0.007996519916216287,0.45322683195467145,0.009978584800074684
1028093034,Stub,0.008591466252027134,0.00801140496935808,0.0017754359117247058,0.0024834572525479523,0.03530573313550446,0.9438325024788375
1029574553,Stub,0.014052416287124808,0.022697460621878857,0.0023393900333358703,0.005451343404012668,0.0939827034734566,0.8614766861801912
1029640359,Stub,0.010879214741015813,0.014461001711271921,0.002096344755688101,0.0038375320214148884,0.14474439767499947,0.8239815090956099
1029727171,Stub,0.02853811492874977,0.06611711424993132,0.004716839601702173,0.017129790928477426,0.43116375989994643,0.45233438039119295
1029822060,Stub,0.01120578932361089,0.01272276653744689,0.0018619944365582948,0.0031769183137996997,0.069566580624672,0.9014659507639122
1029938740,Start,0.12186774015443984,0.20496961541016936,0.0044706125992518995,0.006629985288797009,0.6467245213268886,0.015337525220453233
1030234146,Stub,0.007833084834307998,0.009296734144296279,0.001334213039166667,0.0025310586762826094,0.023963623606866043,0.9550412856990805
1030361090,Start,0.11825381856925997,0.2596279930352194,0.007168625854326373,0.06919518250438754,0.35986469628177503,0.18588968375503165
1030716598,Start,0.04150068955586162,0.049633296629220044,0.004723253670838995,0.007550303534738543,0.8176532001824139,0.07893925642692692
1031226079,Stub,0.008112791258307965,0.012294785061046304,0.001623608034318095,0.0032889374294957498,0.027403643249232477,0.9472762349675994
1033407869,Stub,0.007863123372112833,0.011418346197800069,0.0015360810068401074,0.0031648760714292645,0.023911145501652263,0.9521064278501654
1033782785,Stub,0.005916322608712855,0.01023574349788339,0.0011789977220870366,0.0027785572061480492,0.01957586681839633,0.9603145121467723
1033783405,Stub,0.011913061190158024,0.020709555826723815,0.0018753377560719456,0.004171776499620415,0.09087889871266809,0.8704513700147578
1034304794,Start,0.035433800712141424,0.12153034027432306,0.00406089504093079,0.007613417986058812,0.8098938305410065,0.02146771544553935
1036368817,Stub,0.019504818935621917,0.03182183567628614,0.0033208991712657373,0.006230709431959099,0.37747089512745047,0.5616508416574166
1036408754,Stub,0.00850619845895448,0.012977591258996134,0.00167606378852272,0.003785077695734892,0.03558910518864041,0.9374659636091514
1036478390,Stub,0.006344587065439547,0.00979499268392244,0.0013212731218150073,0.0027721975829273684,0.020503049662012548,0.9592638998838832
1036801272,Stub,0.00702875686210858,0.009395951713918606,0.0012984762706033505,0.002876069132128925,0.01654316279535112,0.9628575832258893
1037558241,Stub,0.01261600070444332,0.02373286045576555,0.002304444188037659,0.0046926829746218824,0.19070346520712897,0.7659505464700026
1037723664,Start,0.027096545918491848,0.04506215071346119,0.003477380570246938,0.006739713474047958,0.541086630607557,0.37653757871619503
1039135531,Start,0.04717293134434627,0.029044588928470446,0.003851155393957548,0.005993762339367737,0.7044162594262845,0.20952130256757356
1040410236,Start,0.25224184366553143,0.29608445289945573,0.006248494579295019,0.021677122998789336,0.4139681889442084,0.009779896912720028
1041131952,Stub,0.01571253256665038,0.022666400684968044,0.0029277773018869277,0.005257422389475605,0.23959467127051567,0.7138411957865034
1041211681,Stub,0.007168900772585325,0.011078175856821772,0.0015100998647580935,0.003350030702444746,0.024489517200499245,0.9524032756028907
1041433441,Stub,0.007368188338332067,0.008910764538622787,0.0013556372762995653,0.0029342883685988864,0.01655723079762117,0.9628738906805254
1041518550,Stub,0.022258044408711167,0.027378127630193153,0.0035586674857850924,0.005860171043409416,0.4589256476184225,0.48201934181347855
1041777508,Stub,0.026149281081109053,0.02209744374548363,0.003497046014649593,0.005447951283754506,0.358429706356916,0.5843785715180873
1041934642,Stub,0.009328877902136545,0.016222713283362764,0.0020444304081438957,0.004721517122828206,0.05927481088647169,0.908407650397057
1042139227,Start,0.07569833893201541,0.15406275016080137,0.0058131035989091445,0.019336938186691924,0.6618427124664619,0.08324615665512038
1043132737,Stub,0.006788844075753036,0.010048594790457482,0.0014241637818769462,0.0031599015317479596,0.02274680453618667,0.9558316912839777
1044386557,Start,0.1914415784812022,0.23277907112267504,0.006128004082767266,0.018181048345797368,0.5342239415876758,0.01724635637988229
1045556051,Start,0.06363428361241887,0.10232817597254497,0.005969377320775115,0.010753703146064098,0.7669839283576073,0.05033053159058955
1045602198,Start,0.04614924833287417,0.2464097646268057,0.0031188306394146835,0.005371912431884464,0.6809895999745396,0.017960643994481523
1046006361,Start,0.17944634908598947,0.3213997438353183,0.0050156364255872065,0.015982852005757067,0.46559479204873805,0.012560626598609943
1048396818,Stub,0.02215763723308752,0.05459363098431772,0.0038299651368471008,0.008899337841157831,0.22972943233417134,0.6807899964704186
1050666572,Stub,0.010229850485140732,0.02361758127041897,0.002162851227625972,0.005328503858808249,0.06431259080343849,0.8943486223545677
1050936152,Stub,0.02045230714989611,0.034655392339946224,0.003757812528734193,0.007900787706850244,0.0749523829664242,0.8582813173081489
1051384630,Stub,0.006397617046325862,0.006836121204187169,0.0011273890330495337,0.0019928075745344986,0.013399492353309074,0.9702465727885938
1051406176,Start,0.05277127129844954,0.11173879459864444,0.004043885577993854,0.007545920586635926,0.7716603834982451,0.05223974444003111
1051560376,Stub,0.01527631615991991,0.03123043086184478,0.0023948462989556653,0.005468351652241409,0.095442838617696,0.8501872164093423
1051591828,Start,0.13135771823425954,0.26167134166695755,0.006125284631643296,0.05566011275210055,0.49170928661327795,0.053476256101761155
1052003178,Stub,0.0058104876634493706,0.00707097011548646,0.0010785928963911535,0.002150012257227331,0.014327365531665805,0.9695625715357798
1052735553,Start,0.027222646507093856,0.037362005015414076,0.004177466737871086,0.007435739732325503,0.7327768904405062,0.1910252515667893
1053460621,Stub,0.006705139932740659,0.01052228749825423,0.0013110156782021368,0.003108937831325976,0.022457482091220914,0.9558951369682561
1053461144,Stub,0.007225258270806857,0.010076690946018433,0.0013439624304419787,0.0032801929956981324,0.019210318889827924,0.9588635764672068
1053469610,Stub,0.009248944244659947,0.010650951827078852,0.001543977119574367,0.0030436060039798264,0.02329057656863804,0.9522219442360689
1053499445,Start,0.030946652839736397,0.09466252334305764,0.005177932168678349,0.01160210903759948,0.5229279850689715,0.3346827975419566
1053500811,Start,0.03452949773746862,0.05911817681644107,0.004275122384331236,0.007361716269817375,0.7226832989417493,0.1720321878501922
1053500952,Stub,0.018484444566328816,0.03932194089111863,0.003252018546989674,0.007402314092717081,0.30785377426086274,0.623685507641983
1053664162,Stub,0.011022646660926854,0.01371259331987378,0.0018645773671657337,0.004418651288663142,0.08605028408716343,0.8829312472762072
1053664236,Stub,0.007721817032753632,0.00782457989774265,0.001280127399736624,0.0022259292774094897,0.0472572427066985,0.933690303685659
1053664863,Stub,0.007012660323597166,0.010751397988932631,0.0014338577359848735,0.003254519088835495,0.023530235959932186,0.9540173289027178
1053665874,Stub,0.006581550788119424,0.007896415103839977,0.001131262910304972,0.0021851359871259256,0.014494904077090606,0.9677107311335191
1053666295,Stub,0.00587661465856633,0.008694533867781224,0.0012485257041430621,0.002764055779329067,0.01372131588722591,0.9676949541029543
1054672013,Start,0.1375568012413109,0.2683623829467934,0.004991329449767646,0.014856659657321592,0.5607649773072447,0.013467849397561599
1054937431,Start,0.04577491272870511,0.14541830305739334,0.005893381793602438,0.012571192259023692,0.6896183241771456,0.10072388598412983
1055102528,Stub,0.03716818487751661,0.1270195181885188,0.004831980127258808,0.015400727253561463,0.3287549655560498,0.4868246239970944
1055138352,Stub,0.00800039325453811,0.010420414744329852,0.001475529760740979,0.0031366462813711563,0.021213408844260685,0.9557536071147592
1055139813,Stub,0.006351816360998303,0.008527930470415638,0.0012728483043384531,0.0027160342125300586,0.015421268562572596,0.965710102089145
1055829953,Start,0.10107072416319793,0.17108108624973373,0.011388364106970444,0.03386424468977732,0.5927442600310652,0.08985132075925538
1056374599,Stub,0.011736017151013802,0.03263526822995113,0.0024031502830743202,0.006248149313385573,0.09451115445973542,0.8524662605628398
1056597902,Stub,0.020254468543560732,0.04043074048785054,0.0032474017020595147,0.006744308330483759,0.44357652505369227,0.4857465558823532
1056918597,Stub,0.006745696947171591,0.007571564311847467,0.0010898270212944268,0.002370246596314224,0.013878885331468672,0.9683437797919037
1057572468,Start,0.029999848526931643,0.0755854860703361,0.004454037085504621,0.008174368249920754,0.7200568417255235,0.16172941834178342
1058096753,Start,0.0678812002414233,0.23991040990851167,0.007281230516475859,0.017289568912105677,0.5951091865993885,0.07252840382209488
1058307177,Start,0.024363260468416234,0.0762845827969557,0.004047271162993795,0.007823713420923093,0.7183816245984458,0.1690995475522654
1058408130,Stub,0.011985220738651478,0.014544217898466954,0.002137038160911297,0.003995214241146311,0.0721365364424117,0.8952017725184123
1058537657,C,0.29359041232806715,0.44911750560429886,0.013051808927931454,0.06064789233053839,0.17043413430319443,0.01315824650596953
1058540061,Stub,0.017633342509137902,0.03169003973529195,0.0033854065096589545,0.007629594343509706,0.19512809491385913,0.7445335219885424
1058900581,Stub,0.015119806178185981,0.01716581956093626,0.0025766106089700593,0.004691039565496441,0.23905812892167694,0.7213885951647342
1059533900,Stub,0.007067909312909725,0.01276908403976727,0.0014048970598894842,0.0032609629553488743,0.029731020159964226,0.9457661264721202
1059565834,Stub,0.005013663573999741,0.007575106195748632,0.0010978813668866133,0.002310959387071819,0.011908274365536167,0.9720941151107572
1059652996,Start,0.021462645913014094,0.043049619435091425,0.004002878824014866,0.00849633824373693,0.5288818004650677,0.3941067171190749
1059696308,Stub,0.008550742971233056,0.009210058156577732,0.0015391415045581229,0.002600522428964766,0.055849208055678126,0.9222503268829884
1059832647,Stub,0.008906837696201217,0.012303813079183505,0.0016608792523133528,0.0035674911466441143,0.048136760536594284,0.9254242182890636
1060085965,Stub,0.027144590594527743,0.05655453848448446,0.004380066791566226,0.012421877011550992,0.32352257426974074,0.5759763528481298
1060153270,C,0.2453428248765358,0.3736776052062987,0.007026454757802067,0.15199299514584516,0.21138974201454777,0.010570377998970405
1060518774,Start,0.07997815857920955,0.251673833758703,0.004072264556579318,0.0074951629864455005,0.6346169705475505,0.022163609571512054
1061043624,Stub,0.010341101549617612,0.015154430090985814,0.0017880205832771956,0.004084254945690157,0.07761352729931803,0.8910186655311111
1061210640,Stub,0.007653288523457679,0.013171059235415335,0.0016507328839958418,0.0032555578774635203,0.0249816034400971,0.9492877580395704
1061578606,Stub,0.03866360146885201,0.09186644970430963,0.006219891147863088,0.0148218083926876,0.3746463861366273,0.4737818631496605
1061580986,Start,0.02450265454644754,0.039044492841021135,0.0036293004352045215,0.006662409616461623,0.5741916697349125,0.3519694728259527
1062657842,Stub,0.0075521256749222655,0.010704851785487012,0.0014903186514723338,0.003575532886914994,0.02438789070389938,0.9522892802973039
1062661561,Stub,0.029046148921291863,0.05736346388128053,0.004276284571101263,0.010383110284031924,0.19517388894834134,0.703757103393953
1062893055,Stub,0.01121523464607799,0.014699546679741994,0.002102253928816486,0.00451041973960996,0.06917997950562392,0.8982925655001296
1062918876,Start,0.02940618053228269,0.06510679791023144,0.00420075653710495,0.010033469688434112,0.7322485286419241,0.15900426669002268
1063039451,Start,0.05082945046954472,0.1568847374200763,0.005394518604030478,0.010293651802758208,0.6939831221299407,0.08261451957364971
1063213013,Start,0.023670439039329926,0.07202869800122887,0.0042012066943790905,0.010195395960437954,0.5180730625868576,0.37183119771776657
1063277893,C,0.274218735213034,0.4318925274445523,0.0070478414510866914,0.03608571383672282,0.24177804137385867,0.00897714068074569
1063289231,Start,0.030809031376959495,0.06294229440933098,0.004087664677047176,0.00965164041399526,0.6748221618967015,0.21768720722596555
1063356756,Start,0.035643547803407886,0.12138122639597922,0.005824149530625158,0.011631514644499566,0.7076016052038983,0.1179179564215899
1063428037,Stub,0.04837381715121834,0.10625899616605383,0.004085555744198813,0.010800616949658677,0.3582379073891312,0.47224310659973906
1063482737,Stub,0.013575631693001855,0.0166984639024458,0.0025308078459871956,0.004828659680256204,0.2189383197403565,0.7434281171379523
1063619600,Stub,0.02461506910109736,0.02964577026347997,0.00362747263551781,0.006716278110701829,0.3768556780070756,0.5585397318821276
1063975014,Start,0.02189695192901127,0.03609876389079431,0.003662833369474504,0.005848713709458875,0.5755135615778753,0.3569791755233858
1063982572,Stub,0.008816528820720308,0.013145167130049097,0.0016313738165138285,0.003106269908825752,0.04683671373914355,0.9264639465847474
1064004741,Stub,0.006651255797371292,0.006828460688531609,0.001139476716851377,0.0019892375802444276,0.014299925784434488,0.9690916434325667
1064384238,Stub,0.009923765324139832,0.014753286561610283,0.0018960510548656933,0.004031493225032724,0.060988806741499896,0.9084065970928517
1064387673,Stub,0.009452128130023357,0.013042958445539604,0.001628504425468074,0.0033287186187288425,0.030563867395437712,0.9419838229848023
1064451133,C,0.08757059830015158,0.5486875719399653,0.004795707576955232,0.02253523891008635,0.3277424342385794,0.008668449034262263
1064532257,Stub,0.012798298019455562,0.01843348961261375,0.00195106918412735,0.004637610412149661,0.10572673931422777,0.856452793457426
